date,ticker,open,high,low,close,volume
2023-09-05,AAPL,185.32,186.19,181.1,184.42,64413196
2023-09-06,AAPL,184.45,184.13,179.33,181.17,66927398
2023-09-07,AAPL,180.88,180.12,178.63,179.25,80246298
2023-09-08,AAPL,177.8,181.59,179.58,180.64,80006482
2023-09-11,AAPL,179.79,180.84,179.29,180.14,86479728
2023-09-12,AAPL,181.58,183.93,178.86,181.23,149833902
2023-09-13,AAPL,181.59,183.87,181.43,182.43,88491022
2023-09-14,AAPL,181.2,188.4,182.88,186.66,39197401
2023-09-15,AAPL,185.19,188.44,183.52,185.66,88227289
2023-09-18,AAPL,185.55,184.36,178.09,181.14,80914305
2023-09-19,AAPL,182.58,186.21,183.24,184.54,81049626
2023-09-20,AAPL,184.36,187.41,179.33,183.58,86125955
2023-09-21,AAPL,184.81,188.18,185.93,187.18,79314673
2023-09-22,AAPL,187.52,190.86,186.38,188.49,78747222
2023-09-25,AAPL,188.94,190.34,186.62,188.15,96152925
2023-09-26,AAPL,186.87,191.32,186.96,189.36,67992839
2023-09-27,AAPL,190.26,198.01,192.99,195.84,60202912
2023-09-28,AAPL,195.5,206.03,199.46,202.97,198177099
2023-09-29,AAPL,203.86,204.24,202.28,203.3,64538981
2023-10-02,AAPL,202.46,206.91,200.67,203.95,82439897
2023-10-03,AAPL,204.13,210.87,205.67,207.81,51076706
2023-10-04,AAPL,208.18,206.26,202.21,204.93,82844649
2023-10-05,AAPL,204.77,209.49,202.25,206.19,60464654
2023-10-06,AAPL,206.62,208.58,204.1,206.19,70055287
2023-10-09,AAPL,205.91,209.05,205.22,207.39,109458560
2023-10-10,AAPL,206.7,206.92,202.61,204.56,92169521
2023-10-11,AAPL,206.24,200.82,198.14,199.2,94873980
2023-10-12,AAPL,200.26,193.96,191.36,192.38,47024332
2023-10-13,AAPL,191.63,189.74,187.29,188.84,138808486
2023-10-16,AAPL,189.39,188.13,186.47,187.46,55950212
2023-10-17,AAPL,186.75,190.49,183.9,186.61,126544608
2023-10-18,AAPL,185.49,194.8,191.14,192.95,108688913
2023-10-19,AAPL,193.97,198.45,195.37,196.7,95128295
2023-10-20,AAPL,194.99,194.83,191.64,193.6,61900682
2023-10-23,AAPL,194.51,196.62,193.34,194.83,83722150
2023-10-24,AAPL,194.58,196.79,192.02,193.58,69459941
2023-10-25,AAPL,193.37,195.83,188.97,192.73,80699994
2023-10-26,AAPL,193.13,197.73,190.61,193.43,74222323
2023-10-27,AAPL,194.0,197.02,193.93,195.56,43399307
2023-10-30,AAPL,194.74,196.17,192.97,194.52,112007057
2023-10-31,AAPL,195.24,200.72,195.68,198.17,78076919
2023-11-01,AAPL,198.28,196.58,192.53,194.44,69171333
2023-11-02,AAPL,193.2,196.18,192.17,194.55,67621668
2023-11-03,AAPL,194.38,206.74,199.95,203.43,89082642
2023-11-06,AAPL,204.86,206.41,201.68,204.3,61184857
2023-11-07,AAPL,206.04,211.22,207.78,209.43,40669318
2023-11-08,AAPL,210.2,212.36,207.67,209.85,90392886
2023-11-09,AAPL,208.58,213.47,210.17,212.03,93480937
2023-11-10,AAPL,212.56,212.89,210.84,211.92,75349484
2023-11-13,AAPL,212.84,212.24,210.03,211.4,56693284
2023-11-14,AAPL,212.19,211.28,206.31,208.71,82163182
2023-11-15,AAPL,209.55,211.81,209.02,210.34,51555913
2023-11-16,AAPL,210.73,209.07,206.06,207.41,58783279
2023-11-17,AAPL,207.33,211.65,208.19,209.87,63867923
2023-11-20,AAPL,209.21,217.26,211.11,213.87,103049386
2023-11-21,AAPL,211.8,216.62,213.61,215.31,71753981
2023-11-22,AAPL,215.68,217.16,210.09,214.36,69942026
2023-11-23,AAPL,214.56,219.17,213.93,216.12,143801573
2023-11-24,AAPL,216.73,218.08,212.28,215.08,88922516
2023-11-27,AAPL,213.61,221.35,215.93,218.63,88563958
2023-11-28,AAPL,219.35,212.95,211.38,212.02,71601527
2023-11-29,AAPL,214.24,215.32,208.16,210.91,66894391
2023-11-30,AAPL,210.99,205.98,202.67,203.98,41517071
2023-12-01,AAPL,203.91,201.41,196.48,198.95,106980737
2023-12-04,AAPL,199.26,206.84,201.76,203.71,91516524
2023-12-05,AAPL,205.82,207.71,206.1,206.93,75813534
2023-12-06,AAPL,205.84,205.11,203.51,204.5,76773430
2023-12-07,AAPL,204.71,202.0,197.88,199.43,99770237
2023-12-08,AAPL,198.62,191.23,188.13,189.71,50179853
2023-12-11,AAPL,189.18,188.73,187.47,188.05,67024768
2023-12-12,AAPL,188.0,199.27,193.24,196.04,56890921
2023-12-13,AAPL,197.39,199.69,195.01,197.58,136112182
2023-12-14,AAPL,199.4,198.38,193.65,195.8,104034574
2023-12-15,AAPL,196.25,200.16,195.88,197.45,41314719
2023-12-18,AAPL,197.07,193.26,191.84,192.36,50800091
2023-12-19,AAPL,194.81,194.67,187.77,191.48,76885932
2023-12-20,AAPL,191.06,193.79,190.77,191.89,69428300
2023-12-21,AAPL,191.33,195.82,189.61,191.69,53769800
2023-12-22,AAPL,189.96,195.9,193.12,194.37,143373814
2023-12-25,AAPL,195.76,197.24,192.5,195.61,87863863
2023-12-26,AAPL,196.57,199.48,196.26,197.93,92247163
2023-12-27,AAPL,200.37,196.98,194.37,195.72,65002267
2023-12-28,AAPL,194.33,200.9,194.91,198.82,99355952
2023-12-29,AAPL,200.3,206.85,203.04,204.49,71371369
2024-01-01,AAPL,204.57,202.6,198.16,201.24,73480765
2024-01-02,AAPL,202.07,202.72,195.8,198.31,96094033
2024-01-03,AAPL,196.64,205.69,199.27,202.96,49073901
2024-01-04,AAPL,204.48,204.33,199.52,202.39,129170726
2024-01-05,AAPL,203.2,208.32,206.13,207.38,84499312
2024-01-08,AAPL,207.33,207.84,202.64,205.91,117484909
2024-01-09,AAPL,206.59,213.84,208.82,211.17,57939577
2024-01-10,AAPL,210.34,212.93,209.06,211.74,60647420
2024-01-11,AAPL,211.11,213.74,211.7,212.76,56455717
2024-01-12,AAPL,212.26,221.01,215.03,218.6,86238432
2024-01-15,AAPL,216.53,219.4,214.25,217.36,81599376
2024-01-16,AAPL,218.31,216.23,212.42,214.0,69595721
2024-01-17,AAPL,215.3,215.58,207.7,212.47,59015839
2024-01-18,AAPL,211.71,216.43,211.5,214.21,54710068
2024-01-19,AAPL,214.59,210.03,206.33,208.67,78844807
2024-01-22,AAPL,208.39,212.22,209.68,211.04,69571193
2024-01-23,AAPL,211.4,210.74,207.16,209.21,65127346
2024-01-24,AAPL,208.54,214.92,212.03,213.43,127249977
2024-01-25,AAPL,212.47,209.12,202.16,205.01,78048383
2024-01-26,AAPL,206.11,206.44,200.19,202.38,117101316
2024-01-29,AAPL,202.31,198.3,195.51,196.74,68173162
2024-01-30,AAPL,198.77,195.7,192.06,194.08,86095704
2024-01-31,AAPL,194.13,197.55,193.11,194.99,78679593
2024-02-01,AAPL,194.07,195.57,193.45,194.49,48073925
2024-02-02,AAPL,195.7,196.29,190.78,193.74,122796452
2024-02-05,AAPL,194.36,195.81,192.11,193.3,76821192
2024-02-06,AAPL,194.02,197.39,192.21,194.06,100078222
2024-02-07,AAPL,195.24,191.99,189.46,190.84,63842430
2024-02-08,AAPL,190.21,196.23,191.64,193.24,76139967
2024-02-09,AAPL,193.11,197.72,193.62,195.52,61680690
2024-02-12,AAPL,195.35,198.91,194.15,196.89,115911408
2024-02-13,AAPL,195.59,200.12,197.84,198.85,87834067
2024-02-14,AAPL,198.58,201.32,198.14,199.95,89312610
2024-02-15,AAPL,201.31,210.24,204.47,207.08,120239054
2024-02-16,AAPL,207.33,208.63,205.31,206.87,113174290
2024-02-19,AAPL,205.45,206.72,204.93,205.88,100648011
2024-02-20,AAPL,204.25,204.88,201.93,203.35,52222238
2024-02-21,AAPL,205.08,200.99,197.65,199.9,64930852
2024-02-22,AAPL,199.81,197.11,194.59,195.81,59196368
2024-02-23,AAPL,195.16,196.86,189.87,192.96,99512846
2024-02-26,AAPL,192.69,194.77,191.25,192.81,84202298
2024-02-27,AAPL,191.36,197.63,192.11,194.0,52713569
2024-02-28,AAPL,195.41,196.45,191.67,194.25,75595999
2024-02-29,AAPL,193.86,192.66,191.21,191.83,51100431
2024-03-01,AAPL,193.17,197.15,191.47,194.87,78734362
2024-03-04,AAPL,194.93,199.35,195.07,197.43,48687137
2024-03-05,AAPL,198.87,199.31,193.94,196.98,93754051
2024-03-06,AAPL,197.24,196.43,193.5,194.9,89605385
2024-03-07,AAPL,195.74,198.56,195.22,196.81,141799088
2024-03-08,AAPL,197.53,198.4,196.66,197.53,103171084
2024-03-11,AAPL,198.16,195.59,190.98,192.81,70467552
2024-03-12,AAPL,193.15,195.34,188.63,192.67,102252747
2024-03-13,AAPL,192.45,197.82,189.26,193.62,52600597
2024-03-14,AAPL,195.51,191.62,189.59,190.77,59936451
2024-03-15,AAPL,189.89,193.66,189.64,191.47,88408612
2024-03-18,AAPL,191.48,188.39,185.03,186.88,41869252
2024-03-19,AAPL,186.89,194.08,189.09,191.26,79113094
2024-03-20,AAPL,191.65,196.21,194.19,195.45,58906276
2024-03-21,AAPL,195.02,197.86,191.5,194.7,82468693
2024-03-22,AAPL,195.01,198.11,193.45,195.99,57899325
2024-03-25,AAPL,195.83,189.16,187.42,188.21,90858293
2024-03-26,AAPL,186.69,185.6,184.06,184.63,80465205
2024-03-27,AAPL,184.63,186.34,181.6,183.79,121770291
2024-03-28,AAPL,182.76,181.97,179.05,180.55,80161792
2024-03-29,AAPL,178.95,184.47,180.33,182.84,63525016
2024-04-01,AAPL,182.97,193.39,185.09,189.24,74288850
2024-04-02,AAPL,189.71,188.19,184.12,185.58,53450485
2024-04-03,AAPL,186.07,185.38,181.2,183.03,90365974
2024-04-04,AAPL,183.56,186.17,182.38,183.85,95486197
2024-04-05,AAPL,182.04,189.73,188.05,189.04,167802122
2024-04-08,AAPL,187.73,188.38,182.6,185.24,66385312
2024-04-09,AAPL,187.1,187.23,184.84,186.11,73824323
2024-04-10,AAPL,185.11,193.66,190.69,192.05,67309344
2024-04-11,AAPL,192.65,188.39,185.71,186.81,85256191
2024-04-12,AAPL,186.16,185.32,179.92,182.87,89705653
2024-04-15,AAPL,182.94,182.97,180.53,181.64,78729205
2024-04-16,AAPL,181.05,182.03,178.18,180.12,110821900
2024-04-17,AAPL,180.63,185.26,179.44,182.71,66482102
2024-04-18,AAPL,182.83,186.75,180.81,183.54,107541718
2024-04-19,AAPL,183.12,180.09,174.43,178.16,94026437
2024-04-22,AAPL,177.21,182.72,176.79,179.81,79711802
2024-04-23,AAPL,180.06,181.77,174.75,178.14,72787602
2024-04-24,AAPL,177.03,182.82,180.87,182.12,165674821
2024-04-25,AAPL,182.52,182.89,176.89,180.27,62609939
2024-04-26,AAPL,182.69,180.02,176.23,178.41,87479684
2024-04-29,AAPL,179.64,182.42,178.48,180.14,63877099
2024-04-30,AAPL,180.8,184.57,180.62,182.57,136689626
2024-05-01,AAPL,182.49,188.19,180.73,184.05,104383804
2024-05-02,AAPL,182.23,182.05,177.38,178.93,65269292
2024-05-03,AAPL,177.73,182.07,179.17,180.66,93298602
2024-05-06,AAPL,181.84,179.12,176.43,177.59,86430044
2024-05-07,AAPL,176.87,180.13,176.68,178.38,68514075
2024-05-08,AAPL,177.74,176.01,173.07,174.19,100431499
2024-05-09,AAPL,174.04,177.15,173.83,175.6,89910816
2024-05-10,AAPL,174.65,173.96,172.13,173.28,85347934
2024-05-13,AAPL,172.2,170.23,168.5,169.62,79000226
2024-05-14,AAPL,169.58,175.18,169.7,171.77,91044006
2024-05-15,AAPL,170.99,174.21,170.77,172.56,85699152
2024-05-16,AAPL,171.9,174.42,167.95,170.84,81430885
2024-05-17,AAPL,170.16,177.27,173.12,175.19,66004429
2024-05-20,AAPL,175.65,175.05,173.04,173.96,132974383
2024-05-21,AAPL,173.75,174.86,173.29,174.13,58375755
2024-05-22,AAPL,173.97,175.84,173.34,175.01,90950690
2024-05-23,AAPL,175.54,177.14,171.29,173.25,72671872
2024-05-24,AAPL,173.13,176.4,173.17,174.72,135624605
2024-05-27,AAPL,174.48,174.82,171.21,173.22,61006588
2024-05-28,AAPL,173.64,174.56,169.88,172.09,64164343
2024-05-29,AAPL,172.68,179.04,172.68,176.21,59804518
2024-05-30,AAPL,176.08,174.37,172.35,173.19,88152313
2024-05-31,AAPL,173.27,166.92,165.32,166.31,52990435
2024-06-03,AAPL,165.64,172.4,169.86,171.0,69301606
2024-06-04,AAPL,170.25,179.39,178.04,178.66,41943223
2024-06-05,AAPL,179.36,178.91,176.72,177.51,85983295
2024-06-06,AAPL,177.92,173.13,169.46,171.84,68852199
2024-06-07,AAPL,172.24,172.73,168.74,171.01,51193348
2024-06-10,AAPL,171.26,172.38,167.78,170.26,110798081
2024-06-11,AAPL,170.3,171.59,167.27,169.78,54040110
2024-06-12,AAPL,170.39,167.95,165.36,166.67,101606726
2024-06-13,AAPL,167.47,170.05,166.4,168.4,64826494
2024-06-14,AAPL,169.18,172.79,167.58,169.99,129346913
2024-06-17,AAPL,169.9,168.83,162.35,165.8,100172309
2024-06-18,AAPL,166.97,171.43,166.01,167.85,59122542
2024-06-19,AAPL,168.05,174.97,172.6,173.9,60758188
2024-06-20,AAPL,174.46,175.29,173.74,174.48,95936277
2024-06-21,AAPL,174.74,174.67,172.43,173.56,73944380
2024-06-24,AAPL,173.78,174.98,171.19,173.22,76037290
2024-06-25,AAPL,172.57,177.52,172.33,175.12,117178485
2024-06-26,AAPL,175.75,171.12,168.49,170.12,63906429
2024-06-27,AAPL,172.59,172.83,168.63,170.67,82221330
2024-06-28,AAPL,170.35,171.14,168.27,169.62,106528757
2024-07-01,AAPL,169.68,176.16,174.18,175.12,101978487
2024-07-02,AAPL,174.72,175.78,172.8,174.68,76259563
2024-07-03,AAPL,174.24,181.62,177.34,179.78,73358242
2024-07-04,AAPL,181.2,179.02,174.48,176.52,47483486
2024-07-05,AAPL,175.91,179.96,176.22,178.37,58273831
2024-07-08,AAPL,177.94,180.55,178.59,179.42,88017389
2024-07-09,AAPL,177.97,179.32,174.96,176.87,76758334
2024-07-10,AAPL,176.19,178.87,176.59,177.49,81818612
2024-07-11,AAPL,175.94,183.92,177.19,181.27,109267905
2024-07-12,AAPL,181.85,181.63,178.95,180.35,56026775
2024-07-15,AAPL,182.93,176.67,174.24,175.31,74527824
2024-07-16,AAPL,174.99,177.23,174.22,175.34,84659719
2024-07-17,AAPL,173.85,175.24,171.34,172.75,64765862
2024-07-18,AAPL,173.54,174.1,169.78,171.82,122912137
2024-07-19,AAPL,171.19,172.75,170.14,171.66,105067465
2024-07-22,AAPL,172.8,169.49,163.04,166.83,87275225
2024-07-23,AAPL,166.59,164.35,160.32,162.38,137043195
2024-07-24,AAPL,161.86,166.15,162.17,163.79,51027160
2024-07-25,AAPL,163.64,163.93,160.54,162.41,79814783
2024-07-26,AAPL,163.04,156.09,154.46,155.55,89293413
2024-07-29,AAPL,155.37,159.67,155.91,157.71,60804276
2024-07-30,AAPL,157.31,159.31,157.25,158.52,87552708
2024-07-31,AAPL,158.36,159.0,154.08,156.67,57400435
2024-08-01,AAPL,155.66,154.03,152.67,153.27,98415058
2024-08-02,AAPL,153.58,158.61,152.12,155.54,109878703
2024-08-05,AAPL,154.12,158.61,155.45,156.54,86810419
2024-08-06,AAPL,156.18,165.91,160.22,163.08,45887249
2024-08-07,AAPL,163.71,166.17,162.25,164.33,59858807
2024-08-08,AAPL,164.58,166.49,164.58,165.49,94768742
2024-08-09,AAPL,165.99,168.19,162.67,165.09,80510388
2024-08-12,AAPL,165.04,170.19,165.18,167.48,35652734
2024-08-13,AAPL,168.48,170.86,167.61,169.34,116149220
2024-08-14,AAPL,170.14,174.82,171.77,173.07,83347914
2024-08-15,AAPL,173.46,173.26,169.88,171.62,62571145
2024-08-16,AAPL,172.43,173.76,167.64,170.43,107825406
2024-08-19,AAPL,171.08,171.45,167.14,169.12,65285152
2024-08-20,AAPL,168.74,172.88,170.3,171.49,65071782
2024-08-21,AAPL,170.31,177.67,173.07,175.99,89079785
2024-08-22,AAPL,176.37,176.65,172.69,174.7,136501850
2024-08-23,AAPL,175.19,176.85,170.78,173.52,130204043
2024-08-26,AAPL,174.49,175.73,173.08,174.53,89116106
2024-08-27,AAPL,173.7,175.02,172.63,173.88,91903795
2024-08-28,AAPL,173.08,180.19,173.74,176.8,101440895
2024-08-29,AAPL,177.21,172.44,168.49,170.23,54868067
2024-08-30,AAPL,170.17,169.67,166.53,167.93,97054350
2024-09-02,AAPL,166.32,167.19,163.49,165.79,64187250
2024-09-03,AAPL,166.1,160.98,158.05,159.44,88020527
2024-09-04,AAPL,157.94,159.44,154.38,156.92,74722880
2024-09-05,AAPL,156.17,155.56,153.38,154.57,92980438
2024-09-06,AAPL,155.63,154.99,152.72,154.11,82885295
2024-09-09,AAPL,155.54,158.74,155.45,157.13,31820716
2024-09-10,AAPL,156.15,157.91,154.19,156.54,84410698
2024-09-11,AAPL,156.28,156.74,151.27,153.89,96996269
2024-09-12,AAPL,153.92,154.57,152.84,153.81,91451167
2024-09-13,AAPL,155.21,157.19,155.96,156.65,77575437
2024-09-16,AAPL,156.26,157.14,152.39,154.14,130931612
2024-09-17,AAPL,153.77,153.13,150.78,151.84,87833113
2024-09-18,AAPL,153.04,154.61,152.09,153.36,91224967
2024-09-19,AAPL,153.07,154.04,151.38,152.85,109439753
2024-09-20,AAPL,153.42,156.3,153.16,154.61,89193176
2024-09-23,AAPL,153.45,156.92,152.81,154.65,61106687
2024-09-24,AAPL,154.51,158.45,154.47,156.58,38494886
2024-09-25,AAPL,155.25,155.99,151.79,153.91,69330877
2024-09-26,AAPL,153.08,154.89,152.62,153.95,100515333
2024-09-27,AAPL,154.61,154.93,151.71,153.47,71959087
2024-09-30,AAPL,153.43,152.45,148.32,150.39,101735890
2024-10-01,AAPL,150.15,147.77,145.36,146.51,83650306
2024-10-02,AAPL,145.95,149.06,146.73,148.3,117736191
2024-10-03,AAPL,148.13,148.58,146.31,147.48,73219488
2024-10-04,AAPL,147.71,145.64,144.46,145.01,92048083
2024-10-07,AAPL,145.73,146.27,143.75,144.84,93110983
2024-10-08,AAPL,142.9,149.33,145.92,147.71,125525283
2024-10-09,AAPL,147.08,142.69,141.56,142.15,47944085
2024-10-10,AAPL,142.27,140.39,137.58,138.64,69721180
2024-10-11,AAPL,138.57,138.48,133.9,136.54,103190982
2024-10-14,AAPL,136.82,142.62,138.58,140.04,127204442
2024-10-15,AAPL,140.23,142.07,137.96,140.78,85974271
2024-10-16,AAPL,140.56,143.62,140.97,142.69,73274699
2024-10-17,AAPL,142.31,141.92,137.72,140.02,100399993
2024-10-18,AAPL,139.84,138.11,136.29,137.44,103817799
2024-10-21,AAPL,138.24,139.54,137.49,138.55,71817496
2024-10-22,AAPL,138.03,140.0,137.74,138.75,88333447
2024-10-23,AAPL,138.71,141.21,139.04,140.11,113998445
2024-10-24,AAPL,140.25,140.71,137.99,139.73,141057037
2024-10-25,AAPL,140.84,141.55,139.59,140.46,99963800
2024-10-28,AAPL,140.24,142.85,139.33,140.9,81066378
2024-10-29,AAPL,141.59,144.09,141.46,142.84,78712665
2024-10-30,AAPL,143.74,145.89,143.62,144.88,94561044
2024-10-31,AAPL,144.83,142.06,140.2,141.01,77271468
2024-11-01,AAPL,140.85,136.73,134.3,135.78,84683331
2024-11-04,AAPL,135.55,139.23,137.36,138.17,58245320
2024-11-05,AAPL,137.99,142.51,139.62,141.06,118054194
2024-11-06,AAPL,141.67,140.0,137.87,138.69,56824707
2024-11-07,AAPL,138.86,136.12,132.9,134.43,70273382
2024-11-08,AAPL,134.6,137.01,133.14,134.72,82376863
2024-11-11,AAPL,133.95,137.88,135.68,136.93,145375885
2024-11-12,AAPL,136.26,142.54,139.73,141.25,70472441
2024-11-13,AAPL,142.79,143.99,140.45,142.56,65511250
2024-11-14,AAPL,142.43,144.57,139.91,141.72,67814874
2024-11-15,AAPL,141.16,141.05,138.38,139.65,131590625
2024-11-18,AAPL,140.67,142.31,137.49,139.74,34409150
2024-11-19,AAPL,139.94,140.53,137.54,139.09,59216796
2024-11-20,AAPL,139.5,139.31,134.51,136.77,181528605
2024-11-21,AAPL,136.68,143.51,139.74,141.69,95515759
2024-11-22,AAPL,141.46,146.64,145.39,146.12,57410725
2024-11-25,AAPL,146.0,149.45,148.16,149.04,79000267
2024-11-26,AAPL,147.99,147.77,145.76,146.79,81635401
2024-11-27,AAPL,146.72,151.03,148.01,149.01,103116994
2024-11-28,AAPL,149.23,151.83,149.03,150.7,138917083
2024-11-29,AAPL,152.13,153.73,149.8,151.91,89890488
2024-12-02,AAPL,151.98,156.9,153.01,155.25,68039617
2024-12-03,AAPL,153.4,159.9,155.49,157.0,101306641
2024-12-04,AAPL,156.93,159.95,157.97,159.06,64880740
2024-12-05,AAPL,161.29,162.01,159.84,160.87,58675683
2024-12-06,AAPL,161.58,165.11,159.92,161.88,47183958
2024-12-09,AAPL,161.21,158.81,155.36,157.11,50023260
2024-12-10,AAPL,157.58,160.78,153.68,157.4,61135522
2024-12-11,AAPL,156.81,157.53,154.43,155.99,56187241
2024-12-12,AAPL,154.92,155.04,149.7,152.7,87882227
2024-12-13,AAPL,152.43,158.9,155.76,157.2,55824122
2024-12-16,AAPL,157.28,163.69,160.16,161.97,31153504
2024-12-17,AAPL,160.42,167.29,164.34,165.83,58489842
2024-12-18,AAPL,164.86,168.25,164.06,166.63,69440393
2024-12-19,AAPL,166.64,173.16,168.51,170.58,66712463
2024-12-20,AAPL,170.22,172.01,169.8,170.69,126202030
2024-12-23,AAPL,171.03,173.34,169.26,171.36,66550686
2024-12-24,AAPL,170.29,169.59,167.08,168.27,104199118
2024-12-25,AAPL,168.89,170.43,168.73,169.49,79545712
2024-12-26,AAPL,168.47,170.71,168.88,169.74,78991102
2024-12-27,AAPL,171.16,166.76,165.38,166.1,62265814
2024-12-30,AAPL,164.64,168.45,164.24,166.03,78601583
2024-12-31,AAPL,165.1,167.0,164.87,165.88,63592643
2022-01-03,MSFT,337.84,341.39,336.02,338.44,26896760
2022-01-04,MSFT,338.64,352.87,343.34,346.25,14133010
2022-01-05,MSFT,347.91,352.46,342.72,346.12,29954669
2022-01-06,MSFT,345.93,350.52,348.16,349.13,26933500
2022-01-07,MSFT,349.83,353.63,348.69,350.99,13237556
2022-01-10,MSFT,353.73,349.57,346.24,347.76,24139826
2022-01-11,MSFT,347.36,351.88,342.57,347.18,19615368
2022-01-12,MSFT,345.92,343.77,338.14,340.97,21821131
2022-01-13,MSFT,341.72,348.97,338.98,343.83,16734050
2022-01-14,MSFT,345.03,352.67,345.52,348.18,28324649
2022-01-17,MSFT,348.37,356.56,350.12,353.86,42411041
2022-01-18,MSFT,355.54,362.21,354.23,357.81,27068830
2022-01-19,MSFT,357.47,363.45,353.36,357.3,13079689
2022-01-20,MSFT,357.51,370.09,362.22,366.36,27236408
2022-01-21,MSFT,367.0,374.19,369.65,371.76,23582011
2022-01-24,MSFT,372.26,383.12,376.7,380.2,17967634
2022-01-25,MSFT,383.1,394.79,385.64,389.22,27797969
2022-01-26,MSFT,389.9,392.08,385.16,388.68,32550907
2022-01-27,MSFT,388.12,394.72,387.09,391.3,20457054
2022-01-28,MSFT,392.27,399.33,392.46,396.33,15267951
2022-01-31,MSFT,398.22,392.87,382.12,389.45,13672330
2022-02-01,MSFT,390.88,384.82,381.01,382.83,20474297
2022-02-02,MSFT,384.13,381.81,369.29,375.3,23860509
2022-02-03,MSFT,372.64,376.68,372.02,374.88,21414626
2022-02-04,MSFT,370.46,378.3,369.37,373.14,20366495
2022-02-07,MSFT,375.38,366.93,363.12,365.01,29643583
2022-02-08,MSFT,365.77,370.84,360.93,366.09,28723730
2022-02-09,MSFT,366.05,368.99,363.57,365.75,26542675
2022-02-10,MSFT,366.95,378.43,369.03,372.84,31938818
2022-02-11,MSFT,376.24,390.52,380.54,385.08,20531978
2022-02-14,MSFT,387.65,396.33,382.47,388.09,18002453
2022-02-15,MSFT,389.85,389.36,380.9,384.08,21374010
2022-02-16,MSFT,382.47,393.53,382.26,388.24,20936310
2022-02-17,MSFT,386.85,391.86,384.28,388.53,13510794
2022-02-18,MSFT,384.15,389.67,384.74,387.29,21225541
2022-02-21,MSFT,388.45,385.92,377.35,382.29,34824842
2022-02-22,MSFT,384.3,383.82,377.49,379.73,31789366
2022-02-23,MSFT,381.87,384.4,373.15,378.9,29266133
2022-02-24,MSFT,380.1,385.72,382.14,383.95,26006883
2022-02-25,MSFT,383.67,391.96,383.82,387.28,38611315
2022-02-28,MSFT,386.25,401.93,394.07,398.81,18189153
2022-03-01,MSFT,397.26,408.46,398.15,403.31,18716915
2022-03-02,MSFT,403.0,408.12,402.61,406.25,35028583
2022-03-03,MSFT,404.38,407.88,401.91,404.54,25207896
2022-03-04,MSFT,407.89,404.36,393.24,398.22,20440583
2022-03-07,MSFT,395.77,397.09,392.34,394.89,29501857
2022-03-08,MSFT,394.52,394.5,386.47,390.79,21918603
2022-03-09,MSFT,387.22,382.73,368.21,375.57,19445548
2022-03-10,MSFT,376.09,376.74,364.92,369.87,19283894
2022-03-11,MSFT,369.86,380.77,377.39,379.54,27531770
2022-03-14,MSFT,378.9,384.88,378.46,381.98,26592267
2022-03-15,MSFT,380.29,381.09,378.48,379.94,39405281
2022-03-16,MSFT,379.95,388.2,376.38,382.56,22916313
2022-03-17,MSFT,381.58,373.6,368.18,371.19,22799326
2022-03-18,MSFT,370.95,375.9,369.43,373.06,38504144
2022-03-21,MSFT,376.51,384.34,378.34,380.87,33601471
2022-03-22,MSFT,381.18,385.88,375.36,380.37,26110703
2022-03-23,MSFT,381.33,372.75,367.27,370.12,15651582
2022-03-24,MSFT,369.31,370.89,363.91,367.93,19595880
2022-03-25,MSFT,366.57,379.5,371.95,375.64,18222323
2022-03-28,MSFT,375.6,380.34,372.67,377.4,25274888
2022-03-29,MSFT,381.86,373.89,365.56,369.28,21463922
2022-03-30,MSFT,368.78,385.75,380.63,383.53,40437084
2022-03-31,MSFT,384.19,379.32,373.85,376.26,15602710
2022-04-01,MSFT,374.78,378.74,372.64,375.04,17645378
2022-04-04,MSFT,370.16,373.16,362.86,369.18,26903717
2022-04-05,MSFT,367.8,365.3,361.84,363.42,29233246
2022-04-06,MSFT,367.51,367.61,357.49,361.06,11504461
2022-04-07,MSFT,362.07,367.23,362.19,364.91,14853756
2022-04-08,MSFT,367.74,377.55,367.78,372.62,23099124
2022-04-11,MSFT,372.01,373.62,365.28,370.58,37550583
2022-04-12,MSFT,366.45,366.16,363.43,364.95,44044658
2022-04-13,MSFT,363.03,371.27,366.24,367.92,22076784
2022-04-14,MSFT,368.61,373.97,367.85,371.1,23752356
2022-04-15,MSFT,371.51,376.64,369.04,372.73,19449397
2022-04-18,MSFT,372.71,377.22,371.02,374.57,30230088
2022-04-19,MSFT,373.63,380.31,368.81,374.13,39544819
2022-04-20,MSFT,375.79,376.77,373.46,374.93,36440545
2022-04-21,MSFT,374.04,378.54,370.71,374.08,24783438
2022-04-22,MSFT,374.62,384.59,377.18,380.66,19439679
2022-04-25,MSFT,381.01,396.84,392.37,394.49,25061553
2022-04-26,MSFT,393.8,401.27,391.45,395.84,37830355
2022-04-27,MSFT,394.19,400.47,390.02,396.03,22169571
2022-04-28,MSFT,395.23,401.22,394.93,397.87,14501427
2022-04-29,MSFT,401.39,399.94,387.82,394.0,22440627
2022-05-02,MSFT,396.07,400.16,397.81,399.01,22992500
2022-05-03,MSFT,400.93,410.54,397.52,402.03,14475917
2022-05-04,MSFT,400.53,404.31,393.96,399.61,26802281
2022-05-05,MSFT,396.89,407.14,403.41,405.57,29098226
2022-05-06,MSFT,407.67,411.84,400.99,405.93,43677959
